Order id,Customer name,Customer id,Product name,Product cost
193434,Venu,23,Macbook Pro Laptop,69999
193435,Siddhu,18,Bose SoundSport Headphones,51999
193436,Vinay,10,LG ThinQ Refrigerator ,63000
193437,Mohan,24,,69999
193438,Venki,15,27in 4K Gaming Monitor,55000
193439,Shafi,3,,59000
193440,Siddhu,18,Google Phone,50000
193441,Siddhu,18,Bose SoundSport Headphones,50000
193442,Venki,15,LG Mobile,55999
193443,Harsha,5,LG Washing Machine,59000
193444,Harsha,5,Samsung Galaxy S9 Plus,55999
193445,Pradhan,17,iPhone 9,65999
193446,Hema,6,Macbook Pro Laptop,75000
193447,Madhurima,7,Macbook Pro Laptop,69999
193448,Partha,8,34in Ultrawide Monitor,60000
193449,Pradhan,17,Flatscreen TV,69000
193450,Harsha,5,34in Ultrawide Monitor,61000
193451,Venu,23,27in FHD Monitor,59000
193452,Sumanth,22,Flatscreen TV,75999
193453,Neelima,19,LG ThinQ Refrigerator ,59000
193454,Vinay,10,Flatscreen TV,50000
193455,Vijay,9,Google Phone,75000
193456,Partha,8,Apple Airpods Headphones,65000
193457,Venki,15,iPhone 9,63999
193458,Neelima,19,LG Mobile,65000
193459,Hema,6,Samsung Galaxy S20,75000
193460,Mohan,24,Apple iPad 10.2-inch,63999
193461,Balaji,12,ThinkPad Laptop,59000
193462,Pradhan,17,LG Mobile,55000
193463,Kedar,2,Flatscreen TV,51999
193464,Hema,6,iPhone 9,55000
193465,Pradhan,17,LG Washing Machine,63999
193466,Partha,8,ThinkPad Laptop,60000
193467,Lavanya,16,Samsung Galaxy S20,63000
193468,Kedar,2,Google Phone,75999
193469,Vijay,9,iPhone 8,65999
193470,Pradhan,17,iPhone 11,61000
193471,Tarun,11,Apple Airpods Headphones,69999
193472,Shahid,20,iPhone 7s,69999
193473,Lavanya,16,iPhone 7s,60000
193474,Lavanya,16,27in 4K Gaming Monitor,65999
193475,Balaji,12,ThinkPad Laptop,63000
193476,Siddhu,18,Google Phone,65000
193477,Venu,23,LG Mobile,51999
193478,Harsha,5,Google Phone,59000
193479,Pradhan,17,iPhone 7s,75999
193480,Hema,6,LG ThinQ Refrigerator ,75999
193481,Chaithanya,14,27in 4K Gaming Monitor,75000
193482,Neelima,19,,75000
193483,Tarun,11,Google Phone,65000
193484,Karteek,4,Apple iPad 10.2-inch,60000
193485,Shahid,20,LG ThinQ Refrigerator ,51999
193486,Chaithanya,14,LG Mobile,75999
193487,Siddhu,18,Flatscreen TV,75999
193488,Jaya Chandra,21,Apple Airpods Headphones,51999
193489,Harsha,5,iPhone 11,51999
193490,Shahid,20,ThinkPad Laptop,65000
193491,Jaya Chandra,21,iPhone 8,75999
193492,Mohan,24,Bose SoundSport Headphones,75999
193493,Lavanya,16,iPhone 11,65000
193494,Tarun,11,Google Phone,65999
193495,Kedar,2,LG Mobile,65999
193496,Pradhan,17,LG ThinQ Refrigerator ,75999
193497,Karteek,4,Samsung Galaxy S20,63999
193498,Partha,8,ThinkPad Laptop,69000
193499,Karteek,4,LG ThinQ Refrigerator ,55000
193500,Neelima,19,27in 4K Gaming Monitor,51999
193501,Venki,15,20in Monitor,65999
193502,Venki,15,,75999
193503,Nireekshan,1,Macbook Pro Laptop,50000
193504,Tarun,11,Samsung Galaxy S20,65999
193505,Shahid,20,Google Phone,69000
193506,Neelima,19,LG Washing Machine,51999
193507,Neelima,19,LG Mobile,61000
193508,Sumanth,22,27in 4K Gaming Monitor,63000
193509,Karteek,4,34in Ultrawide Monitor,55000
193510,Venki,15,iPhone 7s,51999
193511,Mohan,24,Bose SoundSport Headphones,50000
193512,Tarun,11,Flatscreen TV,75999
193513,Neelima,19,Macbook Pro Laptop,65999
193514,Shahid,20,Samsung Galaxy S9 Plus,69000
193515,Mohan,24,Macbook Pro Laptop,65000
193516,Tarun,11,27in FHD Monitor,69999
193517,Jaya Chandra,21,iPhone 9,65999
193518,Mohan,24,ThinkPad Laptop,50000
193519,Vinay,10,Google Phone,65999
193520,Tarun,11,Apple iPad 10.2-inch,63999
193521,Hema,6,34in Ultrawide Monitor,59000
193522,Shahid,20,iPhone 8,51999
193523,Karteek,4,Macbook Pro Laptop,65999
193524,Karteek,4,Flatscreen TV,59000
193525,Neelima,19,Flatscreen TV,55000
193526,Shahid,20,Samsung Galaxy S20,65000
193527,Nireekshan,1,iPhone 11,55999
193528,Shahid,20,34in Ultrawide Monitor,75000
193529,Mohan,24,iPhone 7s,65999
193530,Balaji,12,Apple Airpods Headphones,65000
193531,Sumanth,22,34in Ultrawide Monitor,75000
193532,Vinay,10,27in FHD Monitor,59000
193533,Partha,8,Apple iPad 10.2-inch,65999
193534,Pradhan,17,ThinkPad Laptop,63000
193535,Venki,15,27in FHD Monitor,60000
193536,Chaithanya,14,Apple iPad 10.2-inch,63999
193537,Lavanya,16,iPhone 8,75999
193538,Madhurima,7,20in Monitor,69999
193539,Shafi,3,Macbook Pro Laptop,65999
193540,Sumanth,22,iPhone 9,65000
193541,Lavanya,16,iPhone 7s,59000
193542,Mallikarjun,13,LG Washing Machine,55999
193543,Hema,6,Apple Airpods Headphones,65000
193544,Jaya Chandra,21,27in FHD Monitor,63999
193545,Chaithanya,14,LG ThinQ Refrigerator ,65999
193546,Shahid,20,27in FHD Monitor,75999
193547,Venki,15,iPhone 11,60000
193548,Madhurima,7,,55999
193549,Partha,8,LG ThinQ Refrigerator ,65999
193550,Venu,23,Macbook Pro Laptop,51999
193551,Venki,15,LG ThinQ Refrigerator ,65000
193552,Pradhan,17,Google Phone,55000
193553,Tarun,11,Flatscreen TV,60000
193554,Nireekshan,1,27in 4K Gaming Monitor,75999
193555,Karteek,4,ThinkPad Laptop,65999
193556,Mallikarjun,13,Google Phone,61000
193557,Nireekshan,1,Bose SoundSport Headphones,61000
193558,Siddhu,18,iPhone 9,50000
193559,Mallikarjun,13,Samsung Galaxy S20,65999
193560,Harsha,5,Bose SoundSport Headphones,69000
193561,Kedar,2,LG ThinQ Refrigerator ,55999
193562,Mohan,24,Apple iPad 10.2-inch,60000
193563,Neelima,19,iPhone 7s,60000
193564,Neelima,19,iPhone 9,50000
193565,Shahid,20,27in FHD Monitor,63000
193566,Karteek,4,Google Phone,63999
193567,Balaji,12,Samsung Galaxy S20,69999
193568,Madhurima,7,iPhone 11,60000
193569,Nireekshan,1,Apple iPad 10.2-inch,55000
193570,Partha,8,Flatscreen TV,55000
193571,Chaithanya,14,iPhone 8,59000
193572,Neelima,19,Flatscreen TV,55999
193573,Mallikarjun,13,Apple Airpods Headphones,65999
193574,Sumanth,22,Samsung Galaxy S9 Plus,75000
193575,Vijay,9,27in 4K Gaming Monitor,63999
193576,Lavanya,16,20in Monitor,75000
193577,Venu,23,Apple Airpods Headphones,59000
193578,Kedar,2,iPhone 8,75999
193579,Shafi,3,LG ThinQ Refrigerator ,55000
193580,Shahid,20,Apple Airpods Headphones,63999
193581,Shafi,3,Apple iPad 10.2-inch,60000
193582,Vijay,9,Samsung Galaxy S20,55000
193583,Shafi,3,Macbook Pro Laptop,59000
193584,Chaithanya,14,27in FHD Monitor,75000
193585,Venu,23,iPhone 11,75999
193586,Pradhan,17,ThinkPad Laptop,63000
193587,Jaya Chandra,21,27in FHD Monitor,59000
193588,Madhurima,7,Macbook Pro Laptop,69000
193589,Madhurima,7,Macbook Pro Laptop,69999
193590,Venki,15,Apple iPad 10.2-inch,63000
193591,Kedar,2,iPhone 7s,65000
193592,Sumanth,22,34in Ultrawide Monitor,75000
193593,Harsha,5,LG ThinQ Refrigerator ,75000
193594,Harsha,5,Samsung Galaxy S9 Plus,69999
193595,Shahid,20,iPhone 7s,59000
193596,Partha,8,Bose SoundSport Headphones,65999
193597,Partha,8,Apple Airpods Headphones,55000
193598,Mallikarjun,13,27in 4K Gaming Monitor,75999
193599,Neelima,19,Macbook Pro Laptop,75000
193600,Venu,23,iPhone 11,51999
193601,Shafi,3,iPhone 7s,63999
193602,Tarun,11,Apple Airpods Headphones,63999
193603,Pradhan,17,LG Mobile,50000
193604,Sumanth,22,Apple iPad 10.2-inch,50000
193605,Nireekshan,1,LG Washing Machine,63999
193606,Lavanya,16,Macbook Pro Laptop,75999
193607,Shahid,20,iPhone 11,75999
193608,Partha,8,20in Monitor,65999
193609,Lavanya,16,Macbook Pro Laptop,69000
193610,Shahid,20,iPhone 11,65000
193611,Nireekshan,1,,60000
193612,Balaji,12,LG Washing Machine,59000
193613,Shafi,3,Flatscreen TV,55999
193614,Nireekshan,1,20in Monitor,55000
193615,Venki,15,iPhone 11,69999
193616,Shahid,20,iPhone 9,51999
193617,Mohan,24,27in 4K Gaming Monitor,51999
193618,Nireekshan,1,LG Washing Machine,63999
193619,Siddhu,18,LG Washing Machine,75999
193620,Venu,23,iPhone 9,75000
193621,Vijay,9,LG Mobile,55000
193622,Siddhu,18,Apple Airpods Headphones,63999
193623,Kedar,2,20in Monitor,75000
193624,Sumanth,22,20in Monitor,61000
193625,Kedar,2,Samsung Galaxy S20,65999
193626,Sumanth,22,27in 4K Gaming Monitor,55000
193627,Tarun,11,,63999
193628,Harsha,5,Flatscreen TV,55000
193629,Sumanth,22,Samsung Galaxy S9 Plus,75000
193630,Shafi,3,Bose SoundSport Headphones,65999
193631,Karteek,4,27in FHD Monitor,55000
193632,Mallikarjun,13,,63000
193633,Chaithanya,14,27in 4K Gaming Monitor,55000
193634,Lavanya,16,LG Mobile,69000
193635,Partha,8,Apple iPad 10.2-inch,59000
193636,Siddhu,18,iPhone 8,69000
193637,Pradhan,17,iPhone 8,55999
193638,Harsha,5,Samsung Galaxy S9 Plus,51999
193639,Nireekshan,1,LG ThinQ Refrigerator ,61000
193640,Shahid,20,Google Phone,65999
193641,Balaji,12,Google Phone,65000
193642,Kedar,2,20in Monitor,51999
193643,Pradhan,17,Macbook Pro Laptop,65000
193644,Sumanth,22,20in Monitor,63999
193645,Karteek,4,iPhone 7s,61000
193646,Vijay,9,Apple Airpods Headphones,65999
193647,Shafi,3,LG Mobile,63000
193648,Shahid,20,iPhone 7s,75999
193649,Siddhu,18,ThinkPad Laptop,50000
193650,Partha,8,,60000
193651,Mohan,24,Macbook Pro Laptop,65999
193652,Kedar,2,Samsung Galaxy S20,65000
193653,Jaya Chandra,21,20in Monitor,55999
193654,Balaji,12,Google Phone,59000
193655,Partha,8,iPhone 8,61000
193656,Kedar,2,iPhone 7s,65999
193657,Mallikarjun,13,34in Ultrawide Monitor,63000
193658,Chaithanya,14,Google Phone,61000
193659,Balaji,12,LG ThinQ Refrigerator ,55000
193660,Chaithanya,14,,51999
193661,Neelima,19,Macbook Pro Laptop,61000
193662,Harsha,5,20in Monitor,65000
193663,Vijay,9,27in 4K Gaming Monitor,75000
193664,Mallikarjun,13,ThinkPad Laptop,63000
193665,Mohan,24,Apple iPad 10.2-inch,63999
193666,Karteek,4,Google Phone,50000
193667,Kedar,2,Macbook Pro Laptop,69999
193668,Kedar,2,Bose SoundSport Headphones,50000
193669,Neelima,19,Bose SoundSport Headphones,63000
193670,Hema,6,Macbook Pro Laptop,65000
193671,Mohan,24,LG Washing Machine,63000
193672,Karteek,4,Google Phone,75000
193673,Siddhu,18,Samsung Galaxy S9 Plus,55000
193674,Neelima,19,Macbook Pro Laptop,50000
193675,Harsha,5,,65000
193676,Kedar,2,Apple Airpods Headphones,51999
193677,Karteek,4,Samsung Galaxy S9 Plus,51999
193678,Balaji,12,Macbook Pro Laptop,75000
193679,Jaya Chandra,21,27in FHD Monitor,63000
193680,Madhurima,7,27in FHD Monitor,63000
193681,Venki,15,Flatscreen TV,61000
193682,Nireekshan,1,34in Ultrawide Monitor,65999
193683,Neelima,19,LG ThinQ Refrigerator ,69000
193684,Venki,15,iPhone 7s,50000
193685,Vijay,9,LG Washing Machine,50000
193686,Madhurima,7,20in Monitor,59000
193687,Venu,23,Apple iPad 10.2-inch,65999
193688,Partha,8,LG ThinQ Refrigerator ,50000
193689,Venki,15,Samsung Galaxy S20,61000
193690,Kedar,2,LG Mobile,75999
193691,Chaithanya,14,27in 4K Gaming Monitor,51999
193692,Vinay,10,20in Monitor,61000
193693,Shafi,3,iPhone 7s,75000
193694,Jaya Chandra,21,Macbook Pro Laptop,50000
193695,Lavanya,16,,63000
193696,Shahid,20,LG ThinQ Refrigerator ,65999
193697,Nireekshan,1,LG ThinQ Refrigerator ,59000
193698,Chaithanya,14,,75000
193699,Nireekshan,1,iPhone 7s,55000
193700,Venki,15,iPhone 11,63999
193701,Tarun,11,Apple iPad 10.2-inch,65999
193702,Balaji,12,,69000
193703,Tarun,11,Apple iPad 10.2-inch,55999
193704,Mallikarjun,13,Samsung Galaxy S20,75000
193705,Nireekshan,1,34in Ultrawide Monitor,63999
193706,Madhurima,7,iPhone 11,60000
193707,Balaji,12,iPhone 9,63000
193708,Karteek,4,27in 4K Gaming Monitor,63000
193709,Shahid,20,Samsung Galaxy S9 Plus,75999
193710,Shahid,20,iPhone 8,65999
193711,Madhurima,7,Samsung Galaxy S9 Plus,69000
193712,Venu,23,Apple iPad 10.2-inch,69000
193713,Partha,8,27in 4K Gaming Monitor,75000
193714,Mohan,24,Flatscreen TV,61000
193715,Venki,15,ThinkPad Laptop,65999
193716,Harsha,5,iPhone 11,69000
193717,Neelima,19,Samsung Galaxy S9 Plus,55999
193718,Vinay,10,LG ThinQ Refrigerator ,65999
193719,Karteek,4,iPhone 9,55999
193720,Venu,23,20in Monitor,75000
193721,Vijay,9,LG ThinQ Refrigerator ,60000
193722,Venu,23,Samsung Galaxy S20,69999
193723,Hema,6,LG Mobile,75999
193724,Shafi,3,LG ThinQ Refrigerator ,75999
193725,Mallikarjun,13,Google Phone,75999
193726,Pradhan,17,ThinkPad Laptop,59000
193727,Nireekshan,1,iPhone 11,59000
193728,Mallikarjun,13,Apple iPad 10.2-inch,50000
193729,Chaithanya,14,Google Phone,65000
193730,Lavanya,16,LG Mobile,75999
193731,Tarun,11,iPhone 8,69999
193732,Balaji,12,Samsung Galaxy S20,60000
193733,Neelima,19,27in 4K Gaming Monitor,75999
193734,Siddhu,18,Google Phone,69999
193735,Vinay,10,20in Monitor,69999
193736,Madhurima,7,27in FHD Monitor,55999
